mora,vivienda,edad,dias_lab,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
0,1,0.15384615384615385,0.044634806131650134,0.41666666666666663,0.11300930838155998,0.0,0.0,0.6060606060606062,0.5833333333333333,4,3
0,1,0.18461538461538463,0.09253832281334537,1.0,0.025983806562392266,0.015012497593452218,0.028483995934540207,0.31060606060606055,0.5,1,2
0,1,0.09230769230769231,0.12353471596032464,0.16666666666666666,0.07619082684268133,0.023015482535456475,0.0027734979157153588,0.4015151515151516,0.5833333333333333,0,3
0,1,0.24615384615384617,0.12528178539224524,1.0,0.08623223089873915,0.0,0.0,0.4015151515151516,0.041666666666666664,0,2
0,1,0.4,0.05658250676284943,0.08333333333333333,0.09962076964014956,0.01645502758685375,0.1621860684352399,0.41666666666666674,0.5833333333333333,0,2
0,1,0.07692307692307693,0.10809287646528407,1.0,0.06949655747197613,0.00370172300593862,0.007314587046502379,0.6515151515151516,0.5833333333333333,0,3
0,1,0.15384615384615385,0.05489179440937783,0.6666666666666666,0.06614942278662352,0.03971947468969932,0.012523531058050643,0.446969696969697,0.5833333333333333,0,3
0,2,0.5384615384615385,0.11491208295761948,1.0,0.18307186632882924,0.0861173868757991,0.27428302081338657,0.49242424242424243,0.7916666666666666,0,2
0,1,0.15384615384615385,0.11665915238954014,0.0,0.0628022881012709,0.0601876366795729,0.0,0.16666666666666674,0.7916666666666666,0,3
0,1,0.16923076923076924,0.11316501352569883,0.3333333333333333,0.1230507124376178,0.0,0.0,0.43939393939393945,0.41666666666666663,0,2
0,1,0.09230769230769231,0.0701082055906222,1.0,0.1273926155514572,0.04936508276056126,0.007396338140199444,0.39393939393939403,0.625,0,2
0,1,0.46153846153846156,0.11491208295761948,0.16666666666666666,0.19668767551537508,0.02305958200938924,0.280177201019311,0.3257575757575759,0.4583333333333333,0,2
0,1,0.015384615384615385,0.07658926961226331,1.0,0.03190622667465516,0.032087303794364815,0.055917453490256154,0.31060606060606055,0.5833333333333333,0,2
0,2,0.32307692307692304,0.04119702434625791,0.8333333333333333,0.08340992693204982,0.028796298276994065,0.02688476778270412,0.49242424242424243,0.5833333333333333,0,2
0,1,0.15384615384615385,0.04638187556357079,0.9166666666666666,0.024310239219715965,0.005553571810563141,0.03659900720293421,0.25757575757575757,0.5833333333333333,0,2
0,1,0.49230769230769234,0.1732980162308386,1.0,0.26363036922242716,0.022296068729359228,0.7051123156917911,0.4772727272727273,0.5416666666666666,0,2
0,1,0.12307692307692308,0.15430568079350768,0.0,0.08957936558409174,0.06025962742526539,0.0,0.31060606060606055,0.5833333333333333,2,3
0,1,0.3846153846153846,0.2623985572587917,0.3333333333333333,0.03110492263098175,0.0044528127401405595,0.0,0.25757575757575757,0.5833333333333333,1,3
0,1,0.15384615384615385,0.053144724977457175,1.0,0.034817229710506326,0.07298849629021405,0.00047209415369205615,0.25757575757575757,0.5833333333333333,0,2
0,1,0.5230769230769231,0.05489179440937783,1.0,0.01815519324682106,0.02199214436983004,0.059075255195981675,0.3484848484848486,0.7916666666666666,0,2
0,1,0.13846153846153847,0.06176735798016231,0.75,0.046066614674507886,0.012341270690140314,0.006244457865044411,0.3257575757575759,0.5833333333333333,1,2
0,1,0.23076923076923084,0.058385933273219115,1.0,0.022136609955047983,0.0041137568967134375,0.012060864057505635,0.3257575757575759,0.5833333333333333,1,2
0,1,0.476923076923077,0.08053426510369702,1.0,0.025983806562392266,0.0,0.054099485925554955,0.3484848484848486,0.5833333333333333,0,2
0,1,0.13846153846153847,0.10978358881875563,1.0,0.026176601520268575,0.0028796298276994067,0.02672170749311376,0.4545454545454546,0.5833333333333333,0,2
0,2,0.6000000000000001,0.14928990081154195,1.0,0.07284369215732872,0.004936508276056125,0.07653228063456524,0.7272727272727273,0.5833333333333333,0,2
0,2,0.32307692307692304,0.06351442741208296,1.0,0.02765737390506857,0.0,0.0654642136428582,0.6363636363636365,0.7916666666666666,0,2
0,1,0.03076923076923077,0.024008115419296677,1.0,0.06614942278662352,0.0074047624140841884,0.05205511938605665,0.6060606060606062,0.25,0,3
0,1,0.046153846153846156,0.07038999098286747,1.0,0.06614942278662352,0.00987301655211225,0.0208061688933406,0.303030303030303,0.5833333333333333,1,3
0,1,0.09230769230769231,0.1406672678088368,1.0,0.09627363495479695,0.022870349192140423,0.026742623989158776,0.6136363636363638,0.5833333333333333,0,3
0,1,0.18461538461538463,0.06176735798016231,1.0,0.05543156281065595,0.0,0.13831091929473113,0.2954545454545454,0.5833333333333333,0,2
0,1,0.15384615384615385,0.12697249774571687,0.9166666666666666,0.5983438377576875,0.11378799671557652,0.0,0.48484848484848486,0.5833333333333333,0,3
0,1,0.18461538461538463,0.03775924256086566,1.0,0.02734910280054759,0.01110788409736769,0.041764350631177366,0.31060606060606055,0.5833333333333333,0,2
0,1,0.09230769230769231,0.09253832281334537,1.0,0.04388093572497265,0.05685623406947642,0.08101798524061335,0.2803030303030303,0.25,1,2
0,1,0.13846153846153847,0.0994702434625789,1.0,0.08288509621338654,0.008852393466037648,0.011009147284537996,0.5,0.5833333333333333,0,3
